CUSTID,GENDER,DOB,EDATE,AGE,AGEGRP1,AGEGRP2,TV_REG,NGROUP,NEIGHBORHOOD,LCDATE,ORGANICS,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
0006327540,F,20/08/64,23/02/98,33,20-40,30-40,Wales & West,C,16,01/01/90,0,0.01,Midlands,Tin,0,9,9
0006361641,M,02/03/55,23/02/98,43,40-60,40-50,N Scot,C,18,15/02/94,0,0.02,Scottish,Silver,0,,5
0006367461,F,20/03/48,23/02/98,49,40-60,40-50,London,B,10,11/06/93,0,1000,South East,Silver,0,7,5
0006368905,M,25/11/37,23/02/98,60,60-80,60-70,Midlands,D,33,21/05/87,1,6000,Midlands,Gold,1,13,11
0006369812,M,15/01/41,23/02/98,57,40-60,50-60,N West,B,14,13/11/95,0,15000,North,Gold,0,9,3
0006370845,,01/11/50,23/02/98,47,40-60,40-50,Wales & West,B,05,09/06/97,0,6000,Midlands,Gold,0,8,1
0006373151,F,02/12/44,23/02/98,53,40-60,50-60,London,C,24,24/10/94,0,0.01,South East,Tin,0,14,4
0006383203,F,21/04/35,23/02/98,62,60-80,60-70,East,F,51,07/11/94,0,6000,Midlands,Gold,0,5,4
0006383599,F,14/10/46,23/02/98,51,40-60,50-60,London,F,51,27/10/94,0,0.01,South East,Tin,0,8,4
0006383742,M,14/05/30,23/02/98,67,60-80,60-70,Midlands,E,45,04/11/97,0,1000,Midlands,Silver,0,12,1
0006386121,M,19/12/20,23/02/98,77,60-80,70-80,S West,F,46,04/04/96,0,5000,South West,Silver,0,4,2
0006387071,F,14/12/31,23/02/98,,,,Midlands,F,51,27/05/97,0,200,Midlands,Silver,0,6,1
0006390390,M,03/05/47,23/02/98,50,40-60,50-60,Midlands,D,28,28/02/94,2,600,Midlands,Silver,1,12,4
0006392822,F,16/06/35,23/02/98,62,60-80,60-70,East,D,30,10/11/94,0,5000,Midlands,Silver,0,6,4
0006396070,M,19/10/48,23/02/98,49,40-60,40-50,Wales & West,C,19,05/06/92,0,1009,Midlands,Silver,0,10,6
0006396348,M,03/09/20,23/02/98,77,60-80,70-80,Wales & West,F,51,13/06/91,1,1716.67,Midlands,Silver,1,13,7
0006397905,F,08/04/47,23/02/98,50,40-60,50-60,N West,F,53,19/11/97,0,6000,North,Gold,0,6,1
0006426166,F,07/12/64,23/02/98,33,20-40,30-40,Wales & West,F,52,30/03/94,0,11195,Midlands,Gold,0,7,4
0006429653,F,15/03/31,23/02/98,66,60-80,60-70,London,A,04,14/04/92,1,6053.35,South East,Gold,1,11,6
0006430031,M,11/03/26,23/02/98,72,60-80,70-80,N East,B,05,05/08/88,0,300,North,Silver,0,6,10
0006432042,F,16/09/23,23/02/98,74,60-80,70-80,N West,F,52,22/02/90,0,1000,North,Silver,0,7,9
0006433413,F,30/09/41,23/02/98,56,40-60,50-60,N West,F,47,08/03/96,1,6000,North,Gold,1,16,2
0006437966,M,15/08/19,23/02/98,78,60-80,70-80,East,C,16,05/10/89,0,6105.32,Midlands,Gold,0,10,9
0006438644,F,22/01/38,23/02/98,60,60-80,60-70,East,F,48,25/11/95,0,3000,Midlands,Silver,0,7,3
0006443214,F,07/07/31,23/02/98,66,60-80,60-70,East,C,19,17/02/90,0,51000,Midlands,Platinum,0,8,9
0006448119,F,18/02/48,23/02/98,50,40-60,50-60,,E,45,31/01/94,0,2000,,Silver,0,9,5
0006450598,,28/12/68,23/02/98,,,,East,F,50,28/04/94,0,0.01,Midlands,Tin,0,,4
0006452647,F,30/10/66,23/02/98,31,20-40,30-40,London,F,51,01/08/91,1,0.01,South East,Tin,1,6,7
0006454038,F,10/01/54,23/02/98,44,40-60,40-50,London,C,21,05/11/97,0,5000,South East,Silver,0,6,1
0006454836,U,04/07/43,23/02/98,54,40-60,50-60,East,B,05,09/05/96,0,6000,Midlands,Gold,0,10,2
0006457150,U,25/06/37,23/02/98,60,60-80,60-70,London,D,31,24/05/90,0,0.01,South East,Tin,0,,8
0006457320,F,19/05/46,23/02/98,51,40-60,50-60,S & S East,D,31,08/02/94,0,0.01,South East,Tin,0,9,5
0006458548,,22/01/46,23/02/98,52,40-60,50-60,Midlands,C,18,11/09/95,0,10000,Midlands,Gold,0,7,3
0006460186,M,01/05/37,23/02/98,60,60-80,60-70,S & S East,B,06,23/06/95,0,6025,South East,Gold,0,10,3
0006461867,F,28/04/69,23/02/98,28,20-40,20-30,Wales & West,C,19,01/06/91,1,0.01,Midlands,Tin,1,14,7
0006466281,M,23/08/47,23/02/98,50,40-60,50-60,N West,C,19,22/12/94,0,21000,North,Platinum,0,10,4
0006469116,,11/02/39,23/02/98,59,40-60,50-60,London,F,51,14/06/82,0,5200,South East,Gold,0,9,16
0006472419,,08/06/48,23/02/98,49,40-60,40-50,East,C,16,10/03/94,0,0.01,Midlands,Tin,0,5,4
0006477747,,07/05/57,23/02/98,40,40-60,40-50,Midlands,F,50,21/09/93,0,0.01,Midlands,Tin,0,8,5
0006480322,M,16/06/46,23/02/98,51,40-60,50-60,Yorkshire,C,19,14/02/94,0,1000.01,North,Silver,0,12,5
0006481787,U,18/05/40,23/02/98,,,,East,E,41,30/12/93,0,0.01,Midlands,Tin,0,8,5
0006486401,M,29/09/43,23/02/98,54,40-60,50-60,C Scotland,B,10,16/01/91,1,500,Scottish,Silver,1,12,8
0006489168,U,07/11/62,23/02/98,35,20-40,30-40,London,C,16,28/05/96,0,6000,South East,Gold,0,8,2
0006492533,F,02/03/50,23/02/98,48,40-60,40-50,S & S East,E,45,24/09/92,1,0.01,South East,Tin,1,6,6
0006493602,M,21/03/25,23/02/98,72,60-80,70-80,S & S East,C,19,08/08/91,0,3000,South East,Silver,0,10,7
0006497845,M,23/09/36,23/02/98,61,60-80,60-70,N West,D,32,19/02/93,0,20000,North,Gold,0,8,6
0006499589,F,19/01/43,23/02/98,55,40-60,50-60,S West,D,30,15/01/93,2,0.01,South West,Tin,1,16,6
0006500331,F,02/10/51,23/02/98,46,40-60,40-50,London,F,51,31/01/94,0,0.01,South East,Tin,0,,5
0006502415,F,30/08/24,23/02/98,,,,S & S East,D,30,26/03/96,0,2000,South East,Silver,0,6,2
0006502539,,07/10/33,23/02/98,64,60-80,60-70,London,A,03,16/11/94,0,70000,South East,Platinum,0,12,4
0006503764,M,10/11/31,23/02/98,66,60-80,60-70,Yorkshire,F,52,06/05/92,0,4600,North,Silver,0,7,6
0006505368,F,14/04/56,23/02/98,41,40-60,40-50,Midlands,D,34,01/07/90,0,0.01,Midlands,Tin,0,2,8
0006507360,M,25/03/46,23/02/98,51,40-60,50-60,London,U,55,31/03/93,0,600,South East,Silver,0,4,5
0006507573,F,18/04/18,23/02/98,79,60-80,70-80,Yorkshire,D,35,06/03/90,0,200,North,Silver,0,9,8
0006508375,F,28/07/57,23/02/98,40,40-60,40-50,London,,,01/02/90,0,0.01,South East,Tin,0,12,9
0006509541,M,29/07/19,23/02/98,78,60-80,70-80,N West,A,02,10/01/79,0,1500,North,Silver,0,12,20
0006510396,F,14/04/44,23/02/98,53,40-60,50-60,London,F,52,03/02/92,0,6053.35,South East,Gold,0,10,7
0006511627,F,04/08/65,23/02/98,32,20-40,30-40,Wales & West,D,27,09/03/94,1,0.01,Midlands,Tin,1,4,4
0006511945,M,18/06/31,23/02/98,66,60-80,60-70,Midlands,A,04,02/04/91,0,12105.32,Midlands,Gold,0,8,7
0006513697,F,06/08/36,23/02/98,61,60-80,60-70,C Scotland,F,52,21/01/94,1,0.01,Scottish,Tin,1,13,5
0006514545,F,15/11/64,23/02/98,33,20-40,30-40,London,,,01/04/92,1,420,South East,Silver,1,4,6
0006514731,M,24/07/51,23/02/98,46,40-60,40-50,Midlands,E,43,21/02/92,2,2000,Midlands,Silver,1,10,7
0006516092,M,27/06/41,23/02/98,56,40-60,50-60,N East,F,51,01/07/90,0,0.01,North,Tin,0,7,8
0006516521,F,09/03/22,23/02/98,76,60-80,70-80,Midlands,E,38,10/05/96,1,6000,Midlands,Gold,1,16,2
0006517803,M,23/09/37,23/02/98,60,60-80,60-70,London,B,14,02/09/82,0,3052.56,South East,Silver,0,10,16
0006517978,F,01/08/64,23/02/98,33,20-40,30-40,London,F,53,23/05/94,3,1000,South East,Silver,1,16,4
0006518125,F,22/01/61,23/02/98,37,20-40,30-40,London,B,08,01/11/90,1,0.01,South East,Tin,1,16,8
0006518370,F,13/12/52,23/02/98,,,,London,F,51,11/02/94,0,0.01,South East,Tin,0,3,5
0006518648,M,01/01/44,23/02/98,54,40-60,50-60,Yorkshire,E,37,28/10/97,0,3000,North,Silver,0,8,1
0006518737,U,12/02/52,23/02/98,46,40-60,40-50,East,C,17,25/09/95,0,20548.4,Midlands,Platinum,0,7,3
0006519695,F,30/09/34,23/02/98,63,60-80,60-70,S & S East,B,14,30/04/94,1,3350,South East,Silver,1,12,4
0006520774,M,17/10/53,23/02/98,44,40-60,40-50,Wales & West,F,52,01/07/90,1,480,Midlands,Silver,1,11,8
0006521886,F,13/06/23,23/02/98,74,60-80,70-80,Wales & West,B,06,31/01/91,0,3000,Midlands,Silver,0,5,8
0006523951,M,26/07/31,23/02/98,66,60-80,60-70,S & S East,F,53,11/10/80,0,3000,South East,Silver,0,11,18
0006524052,,15/07/50,23/02/98,47,40-60,40-50,Wales & West,D,32,10/01/94,0,0.01,Midlands,Tin,0,4,5
0006524400,F,26/01/23,23/02/98,75,60-80,70-80,N East,A,01,02/04/96,0,2000,North,Silver,0,9,2
0006526322,F,26/11/52,23/02/98,45,40-60,40-50,Yorkshire,F,53,09/02/94,0,0.01,North,Tin,0,5,5
0006528643,M,16/08/31,23/02/98,66,60-80,60-70,N East,C,18,29/11/95,0,20691.49,North,Platinum,0,8,3
0006529526,F,18/12/28,23/02/98,69,60-80,60-70,Midlands,E,44,06/06/91,0,1000,Midlands,Silver,0,12,7
0006530117,F,19/03/69,23/02/98,28,20-40,20-30,N West,F,47,27/08/93,0,3000,North,Silver,0,10,5
0006530400,F,08/11/25,23/02/98,72,60-80,70-80,Midlands,B,08,10/04/97,0,6000,Midlands,Gold,0,8,1
0006530656,F,28/05/66,23/02/98,,,,Yorkshire,F,53,14/02/94,1,0.01,North,Tin,1,,5
0006531407,U,29/06/52,23/02/98,45,40-60,40-50,S & S East,E,38,16/07/73,0,0.01,South East,Tin,0,5,25
0006531598,M,23/07/64,23/02/98,33,20-40,30-40,S & S East,C,21,01/05/90,0,0.01,South East,Tin,0,11,8
0006531954,F,17/09/41,23/02/98,56,40-60,50-60,S West,F,49,01/06/92,0,1800,South West,Silver,0,12,6
0006532543,M,08/12/44,23/02/98,53,40-60,50-60,East,E,45,11/02/94,0,1200,Midlands,Silver,0,6,5
0006534988,F,13/02/49,23/02/98,,,,,B,13,18/05/90,0,0.01,,Tin,0,7,8
0006535372,F,05/08/49,23/02/98,48,40-60,40-50,London,F,51,13/11/91,0,2600,South East,Silver,0,11,7
0006538371,,14/01/58,23/02/98,40,40-60,40-50,London,F,52,24/02/90,0,0.01,South East,Tin,0,11,9
0006539300,F,30/06/67,23/02/98,30,20-40,30-40,N Scot,F,54,09/02/94,3,0.01,Scottish,Tin,1,17,5
0006539572,M,15/02/43,23/02/98,55,40-60,50-60,N West,B,10,08/09/94,0,0.01,North,Tin,0,6,4
0006539742,F,24/05/34,23/02/98,63,60-80,60-70,N West,,,05/04/90,1,0.01,North,Tin,1,14,8
0006540317,F,20/11/57,23/02/98,40,40-60,40-50,Midlands,C,25,16/11/93,1,4000,Midlands,Silver,1,7,5
0006541208,F,31/03/57,23/02/98,40,40-60,40-50,C Scotland,C,16,26/06/97,1,1200,Scottish,Silver,1,12,1
0006541623,M,07/02/69,23/02/98,29,20-40,20-30,,B,14,29/04/96,0,6000,,Gold,0,6,2
0006542697,,20/12/36,23/02/98,61,60-80,60-70,Wales & West,B,05,29/03/93,0,6053.35,Midlands,Gold,0,5,5
0006542883,M,07/08/48,23/02/98,49,40-60,40-50,Yorkshire,B,14,06/06/91,0,200,North,Silver,0,10,7
0006543782,,09/08/51,23/02/98,46,40-60,40-50,S & S East,B,06,24/09/93,0,4000.01,South East,Silver,0,3,5
0006543995,M,17/07/65,23/02/98,32,20-40,30-40,Yorkshire,E,38,01/06/90,0,0.01,North,Tin,0,14,8
0006544398,F,29/10/31,23/02/98,66,60-80,60-70,London,B,12,26/09/96,1,12000,South East,Gold,1,5,2
0006545440,F,22/09/22,23/02/98,75,60-80,70-80,N West,A,04,30/01/91,0,9105.32,North,Gold,0,10,8
0006545610,M,06/12/39,23/02/98,58,40-60,50-60,Wales & West,D,34,31/10/80,0,3000,Midlands,Silver,0,7,18
0006548261,M,13/09/18,23/02/98,79,60-80,70-80,Wales & West,F,51,30/05/97,0,6000,Midlands,Gold,0,5,1
0006548660,F,17/06/56,23/02/98,41,40-60,40-50,Midlands,C,19,18/03/96,0,2457.95,Midlands,Silver,0,6,2
0006550193,U,06/01/63,23/02/98,35,20-40,30-40,London,D,27,24/02/94,0,4000,South East,Silver,0,11,4
0006550592,F,30/06/44,23/02/98,53,40-60,50-60,Wales & West,B,08,15/02/95,0,1680,Midlands,Silver,0,8,4
0006551092,M,28/09/48,23/02/98,49,40-60,40-50,S West,C,23,14/12/93,0,0.02,South West,Silver,0,5,5
0006551912,M,20/02/52,23/02/98,46,40-60,40-50,London,F,52,17/09/91,0,0.01,South East,Tin,0,8,7
0006552595,F,24/11/38,23/02/98,59,40-60,50-60,Midlands,E,44,14/07/83,0,4951.5,Midlands,Silver,0,7,15
0006553672,F,09/04/35,23/02/98,62,60-80,60-70,East,E,44,10/04/97,0,6000,Midlands,Gold,0,12,1
0006554539,M,04/06/23,23/02/98,74,60-80,70-80,N East,D,27,30/04/80,0,24000,North,Platinum,0,6,18
0006559514,F,08/04/59,23/02/98,38,20-40,30-40,London,F,53,30/07/87,1,900.02,South East,Silver,1,8,11
0006563333,M,18/08/62,23/02/98,35,20-40,30-40,East,C,24,29/07/94,1,1500,Midlands,Silver,1,7,4
0006564372,,02/07/46,23/02/98,51,40-60,50-60,East,C,25,04/03/93,0,1800,Midlands,Silver,0,10,5
0006564992,M,21/08/47,23/02/98,50,40-60,50-60,S & S East,C,22,16/02/94,0,0.01,South East,Tin,0,7,5
0006566138,F,16/10/57,23/02/98,40,40-60,40-50,Ulster,,,30/09/93,1,0.01,Midlands,Tin,1,7,5
0006566472,M,04/10/57,23/02/98,40,40-60,40-50,Midlands,D,35,15/05/97,0,600,Midlands,Silver,0,10,1
0006566707,F,12/06/29,23/02/98,68,60-80,60-70,Wales & West,D,27,21/03/89,1,0.01,Midlands,Tin,1,11,9
0006567886,,06/10/52,23/02/98,45,40-60,40-50,Yorkshire,C,19,01/03/90,0,0.01,North,Tin,0,,8
0006568130,F,03/11/45,23/02/98,52,40-60,50-60,London,B,14,16/03/94,0,6053.34,South East,Gold,0,7,4
0006569153,U,08/11/46,23/02/98,51,40-60,50-60,S & S East,,,16/09/93,0,0.01,South East,Tin,0,6,5
0006571948,F,22/09/61,23/02/98,36,20-40,30-40,London,C,21,26/01/94,1,0.01,South East,Tin,1,8,5
0006573525,M,01/09/42,23/02/98,55,40-60,50-60,S & S East,D,28,24/11/86,2,1412.97,South East,Silver,1,14,12
0006576559,U,29/04/48,23/02/98,49,40-60,40-50,Midlands,D,27,27/05/93,0,4000,Midlands,Silver,0,4,5
0006584241,F,17/02/23,23/02/98,75,60-80,70-80,S & S East,B,13,01/01/90,0,0.01,South East,Tin,0,13,9
0006584675,U,09/03/33,23/02/98,65,60-80,60-70,N West,F,51,09/08/93,0,3000,North,Silver,0,7,5
0006589154,M,08/06/25,23/02/98,72,60-80,70-80,S & S East,D,28,01/07/97,0,1000,South East,Silver,0,13,1
0006591892,F,23/06/24,23/02/98,73,60-80,70-80,Wales & West,E,37,30/11/67,0,5000,Midlands,Silver,0,6,31
0006593348,F,12/05/63,23/02/98,34,20-40,30-40,East,D,27,20/12/93,3,0.01,Midlands,Tin,1,20,5
0006593496,,15/05/63,23/02/98,34,20-40,30-40,C Scotland,D,32,10/05/94,0,0.01,Scottish,Tin,0,8,4
0006593739,F,10/04/35,23/02/98,62,60-80,60-70,London,A,04,11/08/93,0,1000,South East,Silver,0,6,5
0006594204,F,24/03/34,23/02/98,63,60-80,60-70,London,C,20,22/02/90,1,500,South East,Silver,1,11,9
0006597165,M,15/07/69,23/02/98,28,20-40,20-30,Midlands,B,14,01/08/90,0,0.01,Midlands,Tin,0,,8
0006598528,F,29/04/53,23/02/98,44,40-60,40-50,London,C,18,01/01/90,0,500,South East,Silver,0,15,9
0006602304,U,19/04/20,23/02/98,77,60-80,70-80,London,E,44,16/03/92,0,6107.64,South East,Gold,0,11,6
0006606350,F,14/01/41,23/02/98,57,40-60,50-60,Yorkshire,C,24,22/04/97,0,6000,North,Gold,0,5,1
0006607942,,28/03/56,23/02/98,41,40-60,40-50,London,B,10,01/06/90,0,50.01,South East,Silver,0,9,8
0006609104,U,02/07/44,23/02/98,53,40-60,50-60,Wales & West,F,52,20/12/93,0,0.01,Midlands,Tin,0,8,5
0006611389,M,13/01/36,23/02/98,62,60-80,60-70,S & S East,D,32,22/10/87,0,1530.99,South East,Silver,0,9,11
0006613020,M,02/07/20,23/02/98,77,60-80,70-80,London,F,51,18/05/92,0,3000,South East,Silver,0,8,6
0006621732,M,05/07/26,23/02/98,71,60-80,70-80,London,B,09,19/10/95,0,6000,South East,Gold,0,15,3
0006621740,M,13/03/56,23/02/98,41,40-60,40-50,Midlands,C,18,31/10/97,1,15000,Midlands,Gold,1,16,1
0006622860,F,17/08/66,23/02/98,31,20-40,30-40,N West,,,07/12/93,1,0.01,North,Tin,1,8,5
0006625959,U,29/09/36,23/02/98,61,60-80,60-70,Midlands,D,35,14/02/90,0,1000,Midlands,Silver,0,7,9
0006627536,M,03/03/40,23/02/98,58,40-60,50-60,Wales & West,E,41,06/02/95,0,15000,Midlands,Gold,0,10,4
0006627773,F,04/04/61,23/02/98,36,20-40,30-40,London,,,07/11/88,0,0.01,South East,Tin,0,7,10
0006634257,F,28/04/51,23/02/98,46,40-60,40-50,London,C,17,21/10/94,0,0.01,South East,Tin,0,5,4
0006635377,F,30/09/56,23/02/98,,,,N West,B,12,14/03/94,1,0.01,North,Tin,1,12,4
0006638953,M,15/11/34,23/02/98,63,60-80,60-70,Midlands,B,14,22/12/87,0,6000,Midlands,Gold,0,9,11
0006639615,M,19/09/38,23/02/98,59,40-60,50-60,Midlands,B,15,02/10/93,0,5000.01,Midlands,Gold,0,9,5
0006639771,M,30/12/58,23/02/98,39,20-40,30-40,S & S East,D,33,23/02/96,1,2000,South East,Silver,1,13,3
0006640737,M,26/07/66,23/02/98,31,20-40,30-40,London,F,52,01/01/92,0,0.01,South East,Tin,0,8,7
0006641016,,27/03/57,23/02/98,40,40-60,40-50,London,E,38,06/01/94,0,0.01,South East,Tin,0,4,5
0006641113,F,05/01/36,23/02/98,62,60-80,60-70,London,F,51,01/04/90,0,300.01,South East,Silver,0,8,8
0006641415,M,31/01/48,23/02/98,50,40-60,50-60,Wales & West,E,45,10/03/94,0,6053.34,Midlands,Gold,0,11,4
0006641768,,01/09/31,23/02/98,66,60-80,60-70,N West,B,08,03/10/97,0,6000,North,Gold,0,6,1
0006642128,U,25/01/53,23/02/98,45,40-60,40-50,N East,E,38,08/06/93,0,1000,North,Silver,0,,5
0006642934,F,02/09/57,23/02/98,40,40-60,40-50,N East,D,34,10/08/88,0,5000,North,Silver,0,4,10
0006643353,F,15/03/51,23/02/98,46,40-60,40-50,East,F,47,09/12/93,0,0.02,Midlands,Silver,0,10,5
0006643787,F,31/07/54,23/02/98,43,40-60,40-50,Yorkshire,E,42,16/03/93,1,12053.35,North,Gold,1,6,5
0006645704,F,15/08/67,23/02/98,30,20-40,30-40,Midlands,F,47,11/07/97,1,6000,Midlands,Gold,1,13,1
0006646549,M,18/07/69,23/02/98,,,,London,E,38,30/09/94,0,0.01,South East,Tin,0,7,4
0006650074,M,19/10/47,23/02/98,50,40-60,50-60,Yorkshire,E,41,22/11/94,0,0.01,North,Tin,0,7,4
0006650376,F,22/04/53,23/02/98,,,,N West,C,17,27/09/96,0,7500,North,Gold,0,3,2
0006652506,,15/06/39,23/02/98,58,40-60,50-60,S & S East,C,18,15/11/93,0,0.01,South East,Tin,0,8,5
0006652840,M,22/02/30,23/02/98,68,60-80,60-70,London,D,29,24/03/97,0,6000,South East,Gold,0,5,1
0006653863,,04/09/30,23/02/98,67,60-80,60-70,Yorkshire,B,12,06/06/96,0,6000,North,Gold,0,6,2
0006655211,U,08/01/28,23/02/98,70,60-80,70-80,Midlands,B,05,06/03/97,0,12000,Midlands,Gold,0,9,1
0006657869,F,10/01/69,23/02/98,,,,East,F,52,13/03/95,1,1930,Midlands,Silver,1,8,3
0006658075,U,20/04/26,23/02/98,71,60-80,70-80,East,F,50,21/03/96,0,3000,Midlands,Silver,0,8,2
0006658199,M,27/04/38,23/02/98,59,40-60,50-60,East,C,19,25/02/84,0,4124.54,Midlands,Silver,0,,15
0006658628,M,31/10/30,23/02/98,67,60-80,60-70,London,A,01,24/02/90,0,10000,South East,Gold,0,7,9
0006659535,F,26/04/52,23/02/98,45,40-60,40-50,East,C,17,11/08/92,0,1600,Midlands,Silver,0,8,6
0006661416,U,12/01/36,23/02/98,62,60-80,60-70,Yorkshire,C,24,28/02/90,0,1000,North,Silver,0,8,8
0006661637,F,11/09/34,23/02/98,63,60-80,60-70,Ulster,,,01/07/97,1,6000,Midlands,Gold,1,11,1
0006663036,F,22/08/41,23/02/98,56,40-60,50-60,London,E,37,17/12/93,0,0.01,South East,Tin,0,13,5
0006663214,F,21/08/64,23/02/98,33,20-40,30-40,London,E,38,14/05/97,0,1000,South East,Silver,0,12,1
0006664997,F,29/08/53,23/02/98,44,40-60,40-50,London,D,27,21/12/93,0,3436.71,South East,Silver,0,6,5
0006665454,F,10/08/56,23/02/98,41,40-60,40-50,S West,F,47,28/11/93,1,0.01,South West,Tin,1,8,5
0006665977,M,10/06/66,23/02/98,31,20-40,30-40,N West,E,45,20/02/90,1,500.01,North,Silver,1,13,9
0006666191,,04/04/54,23/02/98,,,,London,C,20,01/09/90,0,11450,South East,Gold,0,10,8
0006666264,F,25/05/50,23/02/98,47,40-60,40-50,C Scotland,F,50,30/04/90,0,0.01,Scottish,Tin,0,10,8
0006666353,F,11/02/36,23/02/98,62,60-80,60-70,Yorkshire,D,32,01/07/91,0,3000,North,Silver,0,8,7
0006666787,F,22/11/72,23/02/98,25,20-40,20-30,London,B,12,25/01/94,1,4000,South East,Silver,1,8,5
0006667252,M,27/06/37,23/02/98,60,60-80,60-70,N East,A,01,30/04/85,0,6000,North,Gold,0,7,13
0006670431,F,11/08/47,23/02/98,50,40-60,50-60,Midlands,C,18,28/05/91,0,12106.7,Midlands,Gold,0,7,7
0006670644,M,25/01/48,23/02/98,50,40-60,50-60,S West,D,32,05/01/96,0,35,South West,Silver,0,10,3
0006672140,M,14/09/41,23/02/98,56,40-60,50-60,Midlands,B,10,05/02/91,0,9000,Midlands,Gold,0,7,8
0006674526,F,15/03/46,23/02/98,51,40-60,50-60,Midlands,A,02,17/04/97,0,4050,Midlands,Silver,0,13,1
0006675530,F,29/03/37,23/02/98,60,60-80,60-70,Yorkshire,D,27,01/05/90,0,0.01,North,Tin,0,11,8
0006677509,F,25/08/23,23/02/98,74,60-80,70-80,East,C,19,07/11/97,0,20000,Midlands,Gold,0,11,1
0006678319,F,18/06/31,23/02/98,66,60-80,60-70,Yorkshire,B,12,,1,0.01,North,Tin,1,9,
0006678394,F,05/02/63,23/02/98,35,20-40,30-40,London,D,35,01/06/90,1,0.01,South East,Tin,1,11,8
0006678882,F,30/06/56,23/02/98,41,40-60,40-50,N West,,,07/12/94,0,2680,North,Silver,0,5,4
0006679978,M,10/01/61,23/02/98,37,20-40,30-40,Wales & West,B,08,14/05/94,0,600,Midlands,Silver,0,9,4
0006680003,F,17/12/47,23/02/98,50,40-60,50-60,London,B,10,01/06/90,0,0.01,South East,Tin,0,7,8
0006680178,M,21/06/56,23/02/98,41,40-60,40-50,London,B,09,01/01/90,1,0.01,South East,Tin,1,,9
0006680453,F,12/02/44,23/02/98,54,40-60,50-60,London,B,14,18/03/91,0,3000,South East,Silver,0,4,7
0006681255,F,20/04/53,23/02/98,44,40-60,40-50,London,E,38,01/10/93,0,0.01,South East,Tin,0,8,5
0006682057,F,25/10/34,23/02/98,63,60-80,60-70,,C,19,11/06/96,1,6000,,Gold,1,11,2
0006683088,,17/05/48,23/02/98,49,40-60,40-50,London,D,29,28/05/91,0,5000,South East,Silver,0,8,7
0006683290,F,15/11/49,23/02/98,48,40-60,40-50,,B,08,27/01/97,0,6000,,Gold,0,13,2
0006683789,F,24/09/74,23/02/98,23,20-40,20-30,Wales & West,F,51,23/01/96,1,100,Midlands,Silver,1,13,3
0006684386,F,23/07/46,23/02/98,51,40-60,50-60,Yorkshire,B,08,21/03/97,0,6000,North,Gold,0,15,1
0006686222,M,08/01/49,23/02/98,49,40-60,40-50,East,C,23,13/12/95,0,5000,Midlands,Silver,0,8,3
0006687601,,04/04/54,23/02/98,43,40-60,40-50,N East,C,16,08/01/97,0,12063.99,North,Gold,0,9,2
0006687792,F,30/03/46,23/02/98,51,40-60,50-60,Yorkshire,F,52,03/05/96,2,5000,North,Silver,1,9,2
0006690416,M,26/09/34,23/02/98,63,60-80,60-70,N West,F,46,01/04/96,0,4000,North,Silver,0,8,2
0006691617,F,15/11/49,23/02/98,48,40-60,40-50,Yorkshire,F,52,29/05/90,0,0.02,North,Silver,0,9,8
0006693180,F,26/11/26,23/02/98,71,60-80,70-80,Midlands,D,35,10/02/94,1,0.01,Midlands,Tin,1,6,5
0006693865,F,28/04/41,23/02/98,56,40-60,50-60,London,C,19,24/11/94,0,6107.64,South East,Gold,0,,4
0006697054,,19/03/31,23/02/98,66,60-80,60-70,Wales & West,B,15,28/06/95,0,339.78,Midlands,Silver,0,6,3
0006698042,F,17/09/44,23/02/98,53,40-60,50-60,Wales & West,B,07,07/07/94,0,15000,Midlands,Gold,0,7,4
0006700756,F,12/11/20,23/02/98,77,60-80,70-80,London,A,04,17/01/85,0,1000,South East,Silver,0,5,14
0006702201,F,25/08/53,23/02/98,44,40-60,40-50,Midlands,C,25,06/07/88,1,500,Midlands,Silver,1,16,10
0006703887,M,12/04/40,23/02/98,57,40-60,50-60,N East,F,52,02/01/91,0,550,North,Silver,0,9,8
0006705715,,15/03/60,23/02/98,37,20-40,30-40,London,D,31,31/03/97,0,6000,South East,Gold,0,11,1
0006708374,F,05/01/65,23/02/98,,,,Wales & West,B,08,08/03/94,0,0.01,Midlands,Tin,0,4,4
0006710662,,22/09/51,23/02/98,46,40-60,40-50,London,E,36,01/04/90,0,0.01,South East,Tin,0,5,8
0006713017,M,20/02/39,23/02/98,59,40-60,50-60,S & S East,B,05,13/06/97,0,6000,South East,Gold,0,4,1
0006714609,F,21/09/59,23/02/98,38,20-40,30-40,London,F,52,01/04/90,0,0.01,South East,Tin,0,10,8
0006714935,F,13/12/56,23/02/98,41,40-60,40-50,S & S East,B,06,22/09/93,1,0.01,South East,Tin,1,12,5
0006715397,M,20/02/53,23/02/98,,,,S & S East,E,37,11/01/91,0,3000,South East,Silver,0,5,8
0006719066,F,01/12/65,23/02/98,32,20-40,30-40,London,D,35,18/02/94,1,0.01,South East,Tin,1,11,5
0006720978,F,05/02/65,23/02/98,33,20-40,30-40,S & S East,D,28,04/10/93,1,0.01,South East,Tin,1,13,5
0006721338,F,11/02/37,23/02/98,61,60-80,60-70,Yorkshire,B,14,15/09/77,0,23000,North,Platinum,0,7,21
0006726240,F,07/06/63,23/02/98,34,20-40,30-40,Yorkshire,F,47,05/02/94,1,0.01,North,Tin,1,12,5
